user_id,recovery_st_date,last_announcement,last_recovery_daysago
329,2018-09-21,2019-03-20 01:44:24,180
16,2019-06-15,2019-06-27 00:58:04,12
161,2018-12-15,2019-02-05 19:26:51,49
161,2018-12-15,2019-02-05 19:26:51,49
273,2018-07-10,2018-11-27 16:34:33,140
283,2014-08-26,2019-07-10 01:48:57,1460
283,2014-08-26,2019-07-10 01:48:57,1460
283,2014-08-26,2019-07-10 01:48:57,1460
283,2014-08-26,2019-07-10 01:48:57,1460
283,2014-08-26,2019-07-10 01:48:57,1460
283,2014-08-26,2019-07-10 01:48:57,1460
283,2014-08-26,2019-07-10 01:48:57,1460
261,2018-09-23,2019-02-20 03:59:00,150
261,2018-09-23,2019-02-20 03:59:00,150
261,2018-09-23,2019-02-20 03:59:00,150
69,2019-06-03,2019-08-02 16:45:40,60
365,2018-11-14,2019-05-13 00:27:31,180
365,2018-11-14,2019-05-13 00:27:31,180
365,2018-11-14,2019-05-13 00:27:31,180
365,2018-11-14,2019-05-13 00:27:31,180
60,2017-09-05,2017-09-13 19:05:01,8
17,2017-05-26,2019-06-21 21:46:17,1095
17,2017-05-26,2019-06-21 21:46:17,1095
17,2017-05-26,2019-06-21 21:46:17,1095
296,2017-07-30,2018-08-25 12:37:42,391
296,2017-07-30,2018-08-25 12:37:42,391
296,2017-07-30,2018-08-25 12:37:42,391
296,2017-07-30,2018-08-25 12:37:42,391
296,2017-07-30,2018-08-25 12:37:42,391
296,2017-07-30,2018-08-25 12:37:42,391
338,2018-12-01,2019-05-30 19:35:57,180
116,2018-07-22,2018-07-26 23:02:41,4
330,2017-10-30,2018-07-27 03:27:20,270
330,2017-10-30,2018-07-27 03:27:20,270
330,2017-10-30,2018-07-27 03:27:20,270
352,2018-09-12,2018-10-12 01:18:53,30
352,2018-09-12,2018-10-12 01:18:53,30
269,2019-03-24,2019-05-22 21:45:07,60
269,2019-03-24,2019-05-22 21:45:07,60
387,2016-11-30,2019-05-31 19:45:52,912
387,2016-11-30,2019-05-31 19:45:52,912
